0xA39Af17CE4a8eb807E076805Da1e2B8EA7D0755b,CAKE_USDT,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0x55d398326f99059ff775485246999027b3197955,18
0x0eD7e52944161450477ee417DE9Cd3a859b14fD0,CAKE_WBNB,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18
0x177d955dCA80443A09E7a7F5946cA16b8E0dcA1C,CAKE_USDC,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,18
0x3f23B4F1a35794306ba4f3176934012dC73312D1,CAKE_ETH,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,18
0x7DcC03aA0129B8b07f2C323391F8aBb0AFb76C52,FIL_USDT,0x0D8Ce2A99Bb6e3B7Db580eD848240e4a0F9aE153,0x55d398326f99059ff775485246999027b3197955,18
0xD9bCcbbbDFd9d67BEb5d2273102CE0762421D1e3,FIL_WBNB,0x0D8Ce2A99Bb6e3B7Db580eD848240e4a0F9aE153,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18
0x16b9a82891338f9bA80E2D6970FddA79D1eb0daE,USDT_WBNB,0x55d398326f99059ff775485246999027b3197955,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18
0xEc6557348085Aa57C72514D67070dC863C0a5A8c,USDT_USDC,0x55d398326f99059ff775485246999027b3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,18
0x531FEbfeb9a61D948c384ACFBe6dCc51057AEa7e,USDT_ETH,0x55d398326f99059ff775485246999027b3197955,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,18
0x16b9a82891338f9bA80E2D6970FddA79D1eb0daE,WBNB_USDT,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x55d398326f99059ff775485246999027b3197955,18
0xd99c7F6C65857AC913a8f880A4cb84032AB2FC5b,WBNB_USDC,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,18
