0x74E4716E431f45807DCF19f284c7aA99F18a4fbc,WBNB_ETH,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,18
0xEc6557348085Aa57C72514D67070dC863C0a5A8c,USDC_USDT,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,0x55d398326f99059ff775485246999027b3197955,18
0xd99c7F6C65857AC913a8f880A4cb84032AB2FC5b,USDC_WBNB,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18
0xEa26B78255Df2bBC31C1eBf60010D78670185bD0,USDC_ETH,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,18
0x531FEbfeb9a61D948c384ACFBe6dCc51057AEa7e,ETH_USDT,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0x55d398326f99059ff775485246999027b3197955,18
0x74E4716E431f45807DCF19f284c7aA99F18a4fbc,ETH_WBNB,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18
0xEa26B78255Df2bBC31C1eBf60010D78670185bD0,ETH_USDC,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,18
0x5032A2fB29B72ad8dAcC71429A2a81DF637433bb,CAKE_USDT,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0x55d398326f99059ff775485246999027b3197955,18
0x3d94d03eb9ea2D4726886aB8Ac9fc0F18355Fd13,CAKE_WBNB,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18
0xfF73aE436ce133eB240713ff762117C9BF5aE372,CAKE_ETH,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,18
0x52A499333A7837a72a9750849285E0bb8552dE5A,FIL_USDT,0x0D8Ce2A99Bb6e3B7Db580eD848240e4a0F9aE153,0x55d398326f99059ff775485246999027b3197955,18
0x18df4fEdC20c8a437e821aea27c77aC420CD1806,FIL_WBNB,0x0D8Ce2A99Bb6e3B7Db580eD848240e4a0F9aE153,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18
0x8840C6252e2e86e545deFb6da98B2a0E26d8C1BA,USDT_WBNB,0x55d398326f99059ff775485246999027b3197955,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18
0x1483767E665B3591677Fd49F724bf7430C18Bf83,USDT_USDC,0x55d398326f99059ff775485246999027b3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,18
0x63b30de1A998e9E64FD58A21F68D323B9BcD8F85,USDT_ETH,0x55d398326f99059ff775485246999027b3197955,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,18
0x8840C6252e2e86e545deFb6da98B2a0E26d8C1BA,WBNB_USDT,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x55d398326f99059ff775485246999027b3197955,18
0x06Cd679121Ec37B0A2FD673D4976B09d81791856,WBNB_USDC,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,18
0x5bf6941f029424674bb93A43b79fc46bF4A67c21,WBNB_ETH,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,18
0x1483767E665B3591677Fd49F724bf7430C18Bf83,USDC_USDT,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,0x55d398326f99059ff775485246999027b3197955,18
0x06Cd679121Ec37B0A2FD673D4976B09d81791856,USDC_WBNB,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18
0x49F764eE3Ea8A18901C3f2662B0B76422eD57d74,USDC_ETH,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,18
0x63b30de1A998e9E64FD58A21F68D323B9BcD8F85,ETH_USDT,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0x55d398326f99059ff775485246999027b3197955,18
0x5bf6941f029424674bb93A43b79fc46bF4A67c21,ETH_WBNB,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18
0x49F764eE3Ea8A18901C3f2662B0B76422eD57d74,ETH_USDC,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,18
